Target,R2_Score,MAE,RMSE
mean_age,0.9995572428383389,48.911608241175855,1224.6931420657177
median_age,0.999882409986381,25.072347532714424,128.1176356249282
lo95,0.9998668815545418,24.426579800770686,127.0492180401299
hi95,0.9995485351088426,133.3052721299875,4973.273020641044
ci_width,0.9995502291843785,124.93498906750756,4855.178834559708
acc_rate,0.7972852220015887,1.1522538699331402,10.435232877230364
sed_rate,0.9730393294833567,0.00921237757627107,0.022727701053896616
