"depth","mean_age","median_age","lo95","hi95","ci_width","acc_rate","sed_rate"
0.25,1894.45326090485,1894.63918875,1888.24927850625,1899.6937940625,11.4445155562501,2.6919436194,0.944302791115518
1.25,1897.14520452425,1897.13265,1892.035615375,1902.151310625,10.1156952499998,2.6919436194,0.944302791115518
2.25,1899.79773372419,1899.6100675,1894.185911,1906.3530761875,12.1671651874999,2.5342859415565,1.4293213790509
3.25,1902.33201966575,1902.25566325,1896.558884675,1908.421135,11.8622503250001,2.5342859415565,1.4293213790509
4.25,1904.87394724325,1904.79353075,1898.689436575,1911.741208575,13.0517719999998,2.5648524853475,1.15782317671892
5.25,1907.4387997286,1907.42889525,1901.355959025,1913.66888525,12.312926225,2.5648524853475,1.15782317671892
6.25,1909.88460997706,1909.852786,1903.34601845,1916.5468819375,13.2008634874999,2.0886835378275,1.40270051543765
7.25,1911.97329351489,1911.96982125,1905.896826425,1917.977268975,12.08044255,2.0886835378275,1.40270051543765
8.25,1913.99258294461,1913.951320625,1907.854154125,1920.1078801,12.253725975,1.811107105375,1.42468201772736
9.25,1915.80369004998,1915.8411413125,1909.9362647625,1921.6552781625,11.7190134,1.811107105375,1.42468201772736
10.25,1917.92960982069,1917.960944875,1911.7977901875,1924.51029405,12.7125038624999,3.070357766725,0.887191480437807
11.25,1920.99996758742,1920.6504635,1913.99389305875,1930.093079575,16.09918651625,3.070357766725,0.887191480437807
12.25,1925.2965441094,1924.39864275,1916.9079966125,1939.13768905,22.2296924375,7.97523278775,0.362213765866167
13.25,1933.27177689715,1930.99600975,1919.72191065,1964.481010875,44.7591002250001,7.97523278775,0.362213765866167
14.25,1941.81839711248,1937.8585445,1923.186972825,1991.524318475,68.3373456499999,10.260782498075,0.282804103802807
15.25,1952.07917961056,1946.67336325,1927.62587054375,2009.4203258,81.7944552562501,10.260782498075,0.282804103802807
16.25,1961.98452406157,1954.81987125,1931.724233525,2032.697723545,100.97349002,8.839030309825,0.3315571661678
17.25,1970.82355437139,1962.37692425,1936.92424104,2047.8531670875,110.9289260475,8.839030309825,0.3315571661678
18.25,1979.52256951441,1969.3351945,1941.90708519,2066.966356075,125.059270885,8.2789696426,0.3730793985514
19.25,1987.80153915701,1975.71922675,1948.24579515,2078.756910625,130.511115475,8.2789696426,0.3730793985514
20.25,1996.39702123357,1982.76876425,1954.491764575,2093.8296137625,139.3378491875,9.5450193784275,0.44192747334273
21.25,2005.942040612,1992.1671405,1962.6084223,2106.5188710375,143.9104487375,9.5450193784275,0.44192747334273
22.25,2015.85556089091,2001.7725725,1968.3981982375,2122.0614237375,153.663225499999,11.019022980355,0.275889714955304
23.25,2026.87458387126,2012.6813115,1975.2127473,2137.7008872875,162.4881399875,11.019022980355,0.275889714955304
24.25,2037.82052796037,2023.961345,1981.51957504,2154.6933569875,173.1737819475,10.7267074153675,0.306689538943187
25.25,2048.54723537574,2036.2161155,1989.19196205,2167.96062574,178.76866369,10.7267074153675,0.306689538943187
