"depth","mean_age","median_age","lo95","hi95","ci_width","acc_rate","sed_rate"
12,171.93955633075,194.382,-26.502555,310.59245,337.095005,66.423812939,0.0284221308837448
13,238.36336926975,256.7752,38.1146075,367.6878,329.5731925,66.423812939,0.0284221308837448
14,304.78718220875,311.5176,69.6094825,452.7132,383.1037175,66.423812939,0.0284221308837448
15,371.21099514775,374.8072,93.37287,560.96215,467.58928,66.423812939,0.0284221308837448
16,437.63480808675,440.2247,112.4280115,691.92095,579.4929385,66.423812939,0.0284221308837448
17,504.05862102575,501.21475,128.6936925,836.4163,707.7226075,119.73081746,0.0128389795456231
18,623.78943848575,612.26595,358.1549475,883.51866,525.3637125,119.73081746,0.0128389795456231
19,743.52025594575,736.921,533.8670375,961.9040425,428.037005,119.73081746,0.0128389795456231
20,863.25107340575,873.14505,613.4772675,1109.224525,495.7472575,119.73081746,0.0128389795456231
21,982.98189086575,998.95075,664.818565,1281.740875,616.92231,119.73081746,0.0128389795456231
22,1102.71270832575,1110.5285,713.6466,1490.377855,776.731255,227.306003,0.00467654998441524
23,1330.01871132575,1337.0915,1019.248275,1650.1099775,630.8617025,227.306003,0.00467654998441524
24,1557.32471432575,1561.42525,1298.047125,1829.35997825,531.31285325,227.306003,0.00467654998441524
25,1784.63071732575,1784.171,1542.397675,2030.183855,487.78618,227.306003,0.00467654998441524
26,2011.93672032575,2002.4001,1752.0387875,2278.0847625,526.045975,227.306003,0.00467654998441524
27,2239.24272332575,2214.85287,1923.620725,2565.1654525,641.5447275,71.64720478875,0.0324256041563554
28,2310.8899281145,2274.72825,2053.1803375,2614.99823,561.8178925,71.64720478875,0.0324256041563554
29,2382.53713290325,2338.1681,2138.6867015,2694.8415125,556.154811,71.64720478875,0.0324256041563554
30,2454.184337692,2412.96265,2187.76948,2813.4387125,625.6692325,71.64720478875,0.0324256041563554
31,2525.83154248075,2488.61675,2217.772855,2952.47065,734.697795000001,71.64720478875,0.0324256041563554
32,2597.4787472695,2554.9715,2238.467825,3101.65658075,863.18875575,121.58071101155,0.0179234395719282
33,2719.05945828105,2685.86025,2411.810075,3145.2993075,733.4892325,121.58071101155,0.0179234395719282
34,2840.6401692926,2823.8388,2537.4503175,3191.4322225,653.981904999999,121.58071101155,0.0179234395719282
35,2962.22088030415,2967.25975,2634.23029375,3255.220615,620.99032125,121.58071101155,0.0179234395719282
36,3083.8015913157,3107.914,2713.6209175,3340.88859,627.2676725,121.58071101155,0.0179234395719282
37,3205.38230232725,3234.99225,2775.4399525,3477.96014,702.520187499999,52.10645020975,0.04980909047697
38,3257.488752537,3282.2319,2895.3720775,3498.27099075,602.89891325,52.10645020975,0.04980909047697
39,3309.59520274675,3331.18155,3011.266435,3518.92012,507.653685,52.10645020975,0.04980909047697
40,3361.7016529565,3378.1387,3100.5226575,3551.4424375,450.919780000001,52.10645020975,0.04980909047697
41,3413.80810316625,3422.535,3180.557575,3604.02501875,423.46744375,52.10645020975,0.04980909047697
42,3465.914553376,3465.27405,3228.9474525,3685.03099,456.0835375,36.177906272,0.0667564388461653
43,3502.092459648,3499.99355,3277.0353165,3716.9696975,439.934381,36.177906272,0.0667564388461653
44,3538.27036592,3535.49805,3308.19471375,3761.8235625,453.628848750001,36.177906272,0.0667564388461653
45,3574.448272192,3570.26456,3335.0424155,3824.6344645,489.592049,36.177906272,0.0667564388461653
46,3610.626178464,3602.13485,3360.2151675,3893.41634625,533.20117875,36.177906272,0.0667564388461653
47,3646.804084736,3633.55285,3379.77043875,3979.5554625,599.78502375,34.14926687425,0.0759236380146351
48,3680.95335161025,3667.24535,3428.06994375,4001.36746375,573.29752,34.14926687425,0.0759236380146351
49,3715.1026184845,3702.9525,3464.9324345,4028.4386525,563.506218,34.14926687425,0.0759236380146351
50,3749.25188535875,3737.8969,3492.9652975,4075.66343325,582.69813575,34.14926687425,0.0759236380146351
51,3783.401152233,3771.616,3512.5873505,4125.0159975,612.428647000001,34.14926687425,0.0759236380146351
52,3817.55041910725,3804.657225,3527.6692125,4181.2569875,653.587775,131.8329089,0.0100661086571023
53,3949.38332800725,3936.958075,3707.85431625,4257.341465,549.48714875,131.8329089,0.0100661086571023
54,4081.21623690725,4070.649125,3857.0969325,4346.17863625,489.08170375,131.8329089,0.0100661086571023
55,4213.04914580725,4216.021,3972.07328,4459.0232975,486.950017499999,131.8329089,0.0100661086571023
56,4344.88205470725,4358.6767,4059.98548475,4612.32971,552.34422525,131.8329089,0.0100661086571023
57,4476.71496360725,4494.334475,4129.3356,4796.33104375,666.99544375,154.164155525,0.00823659338050362
58,4630.87911913225,4637.34575,4357.16373375,4881.3912975,524.227563749999,154.164155525,0.00823659338050362
59,4785.04327465725,4788.001,4562.686085,4986.11798375,423.431898750001,154.164155525,0.00823659338050362
60,4939.20743018225,4950.144475,4688.265545,5132.8376375,444.5720925,154.164155525,0.00823659338050362
61,5093.37158570725,5114.443,4756.78892375,5317.37359375,560.584669999999,154.164155525,0.00823659338050362
62,5247.53574123225,5277.4465,4812.290865,5526.05548,713.764614999999,69.9769678985,0.0361616347373261
63,5317.51270913075,5334.062985,4975.175875,5549.10776125,573.93188625,69.9769678985,0.0361616347373261
64,5387.48967702925,5397.15975,5113.06302375,5588.26252375,475.1995,69.9769678985,0.0361616347373261
65,5457.46664492775,5464.894775,5200.73966875,5682.43325875,481.693589999999,69.9769678985,0.0361616347373261
