"depth","mean_age","median_age","lo95","hi95","ci_width","acc_rate","sed_rate"
75,2195.3008725,2200.11,1953.6735,2393.93225,440.25875,7.126613783875,0.516823926028276
76,2202.42748628388,2207.063045,1967.55965,2398.01256025,430.45291025,7.126613783875,0.516823926028276
77,2209.55410006775,2214.33959,1978.7424185,2402.0053265,423.262908,7.126613783875,0.516823926028276
78,2216.68071385163,2221.28993,1989.0679005,2408.384007,419.3161065,7.126613783875,0.516823926028276
79,2223.8073276355,2228.29986,1999.076923,2413.5146243,414.4377013,7.126613783875,0.516823926028276
80,2230.93394141938,2234.831775,2010.432873,2418.69994875,408.26707575,7.126613783875,0.516823926028276
81,2238.06055520325,2242.10983,2016.79929815,2425.3898885,408.59059035,7.126613783875,0.516823926028276
82,2245.18716898713,2249.8731,2025.39303775,2431.434198,406.04116025,7.126613783875,0.516823926028276
83,2252.313782771,2257.21732,2035.071832,2438.133242,403.06141,7.126613783875,0.516823926028276
84,2259.44039655487,2264.611745,2040.864157,2444.1542846,403.290127600001,7.126613783875,0.516823926028276
85,2266.56701033875,2272.124595,2045.17573,2449.6270225,404.4512925,7.126613783875,0.516823926028276
86,2273.69362412262,2279.09625,2050.09494025,2453.93573725,403.840797,7.126613783875,0.516823926028276
87,2280.8202379065,2287.558,2056.511879,2460.924847,404.412967999999,7.126613783875,0.516823926028276
88,2287.94685169037,2294.22515,2060.903860625,2469.089705,408.185844375,7.126613783875,0.516823926028276
89,2295.07346547425,2302.15778,2064.8569515,2476.9934285,412.136477,7.126613783875,0.516823926028276
90,2302.20007925812,2309.452275,2071.99437625,2486.629115,414.63473875,7.126613783875,0.516823926028276
91,2309.326693042,2316.77736,2077.460232,2496.335546,418.875314,7.126613783875,0.516823926028276
92,2316.45330682588,2324.2369,2082.79410875,2506.6696515,423.87554275,7.126613783875,0.516823926028276
93,2323.57992060975,2330.82244,2088.8078065,2519.8222605,431.014454,7.126613783875,0.516823926028276
94,2330.70653439363,2339.00677,2095.01162975,2530.67999825,435.6683685,7.126613783875,0.516823926028276
95,2337.8331481775,2346.0379,2100.784825,2539.49169,438.706865,6.7101596648,0.401026571439035
96,2344.5433078423,2352.000974,2113.724248,2543.48550325,429.76125525,6.7101596648,0.401026571439035
97,2351.2534675071,2357.83033,2127.91129525,2545.9308005,418.019505250001,6.7101596648,0.401026571439035
98,2357.9636271719,2364.312095,2137.79419875,2549.416142,411.62194325,6.7101596648,0.401026571439035
99,2364.6737868367,2370.74418,2149.78097,2552.503855,402.722885,6.7101596648,0.401026571439035
100,2371.3839465015,2377.292475,2159.9150225,2556.9659875,397.050965,6.7101596648,0.401026571439035
101,2378.0941061663,2382.72505,2170.7693375,2561.4609293,390.6915918,6.7101596648,0.401026571439035
102,2384.8042658311,2389.014035,2178.70148775,2564.6164445,385.91495675,6.7101596648,0.401026571439035
103,2391.5144254959,2396.20714,2186.061589,2568.7131546,382.6515656,6.7101596648,0.401026571439035
104,2398.2245851607,2402.88555,2194.02788075,2573.34979425,379.321913500001,6.7101596648,0.401026571439035
105,2404.9347448255,2408.52005,2201.7320475,2577.95967,376.227622500001,6.7101596648,0.401026571439035
106,2411.6449044903,2415.75491,2209.87404625,2582.51853825,372.644492,6.7101596648,0.401026571439035
107,2418.3550641551,2421.92088,2217.106068,2588.910528,371.80446,6.7101596648,0.401026571439035
108,2425.0652238199,2430.227947,2226.56998725,2595.2104927,368.64050545,6.7101596648,0.401026571439035
109,2431.7753834847,2436.23695,2236.1264005,2600.919067,364.7926665,6.7101596648,0.401026571439035
110,2438.4855431495,2442.91475,2244.765406,2608.35928625,363.59388025,6.7101596648,0.401026571439035
111,2445.1957028143,2448.67686,2250.812272,2616.769243,365.956971,6.7101596648,0.401026571439035
112,2451.9058624791,2455.792205,2260.276934925,2624.1519595,363.875024575,6.7101596648,0.401026571439035
113,2458.6160221439,2462.13527,2266.1869875,2634.245646,368.0586585,6.7101596648,0.401026571439035
114,2465.3261818087,2468.16929,2269.99214925,2642.98935525,372.997206,6.7101596648,0.401026571439035
