"labID","age","error","depth","cc"
676079,1545,30,70,1
676080,2220,30,98,1
676082,2390,50,120,1
676083,2970,30,180,1
676081,3310,35,240,1
676085,3895,35,265,1
676084,5940,30,315,1
676086,6935,35,330,1
