"labID","age","error","depth","cc"
328431,9450,40,133,1
328432,18150,120,151,1
328433,18680,120,197,1
328434,21490,110,214,1
328435,22960,230,287,1
328436,27220,200,532,1
328437,30400,500,707,1
328438,43000,900,750,1
328439,52300,3100,842,1
328440,57300,1700,915,1
