"labID","age","error","depth","cc"
358232,1000,60,237,1
358233,2010,40,471.75,1
358234,2800,40,597.5,1
358235,3820,35,762.5,1
358236,4600,60,964.25,1
358237,5960,60,1178,1
358238,7410,70,1261,1
358239,8310,60,1329.5,1
358240,8230,80,1354.5,1
358241,10140,70,1393.5,1
358242,11620,50,1430,1
358243,12780,80,1447.5,1
